-120, 436, -16788, 12
13872, 4212, -7924, 9
744, -336, 16648, 1
-8216, 11680, 7664, 5
-8736, -11712, -7908, 7
-8780, -11744, -7860, 7
700, -392, 16680, 1
-136, 464, -16836, 12
-408, 14840, -7132, 10
-13940, -5052, 7076, 6
-14072, 4848, -7032, 11
-64, 332, -16852, 12
14280, -5172, 6824, 3
720, -396, 16568, 1
-196, 416, -16816, 12
768, -360, 16692, 1
760, -456, 16672, 1
-124, 428, -16788, 12
-8644, -11796, -7904, 7
-192, 384, -16828, 12
-368, 14764, -7072, 10
-8748, -11820, -7776, 7
14264, -5152, 6836, 3
144, -15072, 6860, 2
140, -15168, 6812, 2
688, -412, 16580, 1
8584, -11780, -8152, 8
-8732, -11800, -7796, 7
204, -15116, 6772, 2
668, -424, 16580, 1
-14032, 4848, -6992, 11
732, -372, 16556, 1
-360, 14844, -7096, 10
-136, 332, -16868, 12
14272, -5148, 6780, 3
-14056, 4796, -6976, 11
14260, -5136, 6860, 3
8616, -11820, -8212, 8
156, -15152, 6828, 2
-8780, -11796, -7796, 7
684, -384, 16660, 1
-14056, 4872, -7156, 11
180, -15108, 6844, 2
-13940, -4928, 7008, 6
-14044, 4856, -7040, 11
-8772, -11720, -7840, 7
-8768, -11752, -7740, 7
13836, 4384, -7940, 9
128, -15152, 6924, 2
-372, 14860, -7080, 10
-13984, -5008, 6988, 6
8716, 11564, 7728, 4
-14104, 4836, -7004, 11
80, -15084, 6856, 2
-332, 14848, -7040, 10
8752, 11500, 7808, 4
-8696, -11768, -7800, 7
14300, -5192, 6820, 3
-428, 14832, -7080, 10
8532, -11736, -8204, 8
40, -15140, 6848, 2
152, -15128, 6808, 2
708, -372, 16524, 1
14244, -5112, 6848, 3
-128, 404, -16844, 12
13948, 4316, -7852, 9
14300, -5220, 6800, 3
14244, -5228, 6756, 3
112, -15072, 6752, 2
-404, 14836, -6948, 10
684, -408, 16620, 1
8792, 11492, 7708, 4
-8180, 11732, 7608, 5
-8288, 11616, 7556, 5
-13916, -4980, 7020, 6
660, -420, 16636, 1
684, -412, 16604, 1
-8140, 11704, 7684, 5
728, -404, 16680, 1
764, -420, 16668, 1
-196, 340, -16800, 12
644, -336, 16652, 1
688, -464, 16644, 1
-152, 408, -16824, 12
636, -432, 16640, 1
740, -444, 16592, 1
8816, 11604, 7792, 4
13848, 4268, -7996, 9
-8252, 11756, 7704, 5
8732, 11512, 7796, 4
14272, -5132, 6720, 3
128, -15120, 6912, 2
-8272, 11808, 7576, 5
-14116, 4812, -6824, 11
14324, -5156, 6768, 3
-13900, -4928, 7008, 6
14296, -4696, 6804, 3
13904, 4316, -7988, 9
-140, 396, -16788, 12
-14020, 4780, -6964, 11
-8760, -11756, -7852, 7
14324, -5092, 6804, 3
-8240, 11700, 7600, 5
660, -408, 16664, 1
13960, 4272, -8028, 9
-8768, -11716, -7860, 7
-8176, 11716, 7640, 5
-432, 14816, -6668, 10
-8272, 11588, 7620, 5
-8780, -11804, -7796, 7
-96, 340, -16848, 12
140, -15112, 6776, 2
-360, 14724, -7028, 10
14228, -5128, 6812, 3
696, -408, 16632, 1
-420, 14832, -7072, 10
-13936, -5004, 7032, 6
-404, 14908, -7024, 10
-14056, 4848, -6980, 11
132, -15084, 6884, 2
-8276, 11704, 7664, 5
8756, 11516, 7700, 4
8612, -11776, -8120, 8
-416, 14748, -7016, 10
8604, -11708, -8208, 8
676, -380, 16648, 1
-13868, -4868, 7004, 6
13928, 4268, -7968, 9
-8748, -11776, -7804, 7
-180, 368, -16804, 12
116, -15196, 6808, 2
-8752, -11812, -7908, 7
704, -444, 16580, 1
8716, 11480, 7756, 4
-14072, 4832, -7096, 11
28, -15160, 6920, 2
8756, 11536, 7884, 4
-440, 14784, -6944, 10
88, -15092, 6816, 2
132, -15188, 6848, 2
-8696, -11772, -7836, 7
-14100, 4840, -7060, 11
-14096, 4884, -7024, 11
8740, 11544, 7784, 4
-14104, 4860, -7012, 11
14300, -5116, 6852, 3
8788, 11588, 7836, 4
-13940, -5024, 7056, 6
-13864, -4908, 7072, 6
14292, -5156, 6856, 3
-14116, 4872, -6976, 11
-14108, 4888, -7000, 11
-132, 400, -16876, 12
-112, 328, -16840, 12
13900, 4284, -7840, 9
14320, -5152, 6736, 3
112, -15124, 6920, 2
8492, -11800, -8216, 8
100, -15132, 6824, 2
132, -15096, 6876, 2
692, -420, 16616, 1
772, -448, 16652, 1
-8224, 11744, 7644, 5
676, -412, 16552, 1
-168, 432, -16808, 12
14328, -5140, 6768, 3
14340, -5168, 6764, 3
14320, -5124, 6828, 3
160, -15112, 6916, 2
-384, 14836, -7016, 10
8728, 11544, 7676, 4
8688, 11460, 7752, 4
-13928, -4948, 6936, 6
8724, 11592, 7816, 4
-184, 440, -16808, 12
-400, 14776, -7028, 10
8836, 11512, 7680, 4
-14052, 4820, -6996, 11
176, -15136, 6744, 2
-8228, 11732, 7620, 5
8692, 11528, 7772, 4
660, -420, 16636, 1
8564, -11780, -8164, 8
720, -396, 16592, 1
664, -420, 16580, 1
-8732, -11764, -7744, 7
8724, 11560, 7732, 4
-14044, 4792, -6924, 11
13896, 4212, -7900, 9
-336, 14880, -7004, 10
8724, 11592, 7748, 4
8508, -11800, -8164, 8
112, -15204, 6804, 2
-13936, -4940, 7072, 6
-14068, 4804, -7108, 11
-432, 14844, -7040, 10
-8848, -11732, -7900, 7
676, -396, 16624, 1
-8896, -11848, -7944, 7
13944, 4384, -7884, 9
-14036, 4808, -7020, 11
728, -396, 16648, 1
120, -15196, 6952, 2
14248, -5140, 6844, 3
8740, 11492, 7844, 4
14248, -5140, 6800, 3
-14096, 4864, -6996, 11
772, -448, 16652, 1
13864, 4320, -7920, 9
-8748, -11740, -7828, 7
760, -372, 16520, 1
8540, -11720, -8136, 8
-8760, -11756, -7860, 7
-116, 360, -16920, 12
-8540, -11712, -7660, 7
14336, -5104, 6708, 3
8528, -11776, -8164, 8
13880, 4328, -7868, 9
-8788, -11732, -7884, 7
104, -15152, 6784, 2
-124, 396, -16824, 12
-13888, -4996, 7028, 6
124, -15124, 6844, 2
8524, -11780, -8216, 8
-14100, 4836, -7004, 11
-8760, -11756, -7944, 7
-8260, 11708, 7700, 5
8704, 11536, 7748, 4
8552, -11824, -8252, 8
76, -15088, 6796, 2
684, -444, 16668, 1
13880, 4240, -7936, 9
14244, -4924, 6788, 3
13896, 4292, -7984, 9
700, -372, 16552, 1
-14148, 4812, -6932, 11
14324, -5160, 6848, 3
-408, 14880, -7012, 10
8756, 11512, 7792, 4
692, -408, 16680, 1
-212, 328, -16848, 12
-14076, 4756, -7028, 11
8672, 11488, 7776, 4
8760, 11464, 7768, 4
-144, 408, -16860, 12
-14116, 4876, -6948, 11
